,repository,number,url,date,state,package,from,to,vulnerabilities,severities,maximal_severity
125,aws-amplify/community,218,https://github.com/aws-amplify/community/pull/218,2020-02-06T22:18:28Z,CLOSED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
126,aws-amplify/community,219,https://github.com/aws-amplify/community/pull/219,2020-02-06T22:18:28Z,CLOSED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
127,aws-amplify/community,220,https://github.com/aws-amplify/community/pull/220,2020-02-06T22:18:29Z,CLOSED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
128,aws-amplify/community,221,https://github.com/aws-amplify/community/pull/221,2020-02-06T22:18:29Z,CLOSED,handlebars,4.1.2,4.7.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
129,casual-simulation/casualos,3,https://github.com/casual-simulation/casualos/pull/3,2019-07-13T04:24:58Z,CLOSED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
130,casual-simulation/casualos,4,https://github.com/casual-simulation/casualos/pull/4,2019-07-13T04:25:00Z,CLOSED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
131,casual-simulation/casualos,35,https://github.com/casual-simulation/casualos/pull/35,2019-09-10T17:18:22Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
132,casual-simulation/casualos,127,https://github.com/casual-simulation/casualos/pull/127,2020-03-14T11:36:02Z,MERGED,acorn,6.1.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
133,casual-simulation/casualos,140,https://github.com/casual-simulation/casualos/pull/140,2020-04-16T20:41:13Z,MERGED,https-proxy-agent,2.2.1,2.2.4,['GHSA-pc5p-h8pf-mvwp'],['HIGH'],HIGH
134,casual-simulation/casualos,148,https://github.com/casual-simulation/casualos/pull/148,2020-04-30T11:56:18Z,MERGED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
135,carbon-design-system/gatsby-theme-carbon,726,https://github.com/carbon-design-system/gatsby-theme-carbon/pull/726,2020-02-15T00:07:24Z,MERGED,yarn,1.21.1,1.22.0,['GHSA-5xf4-f2fq-f69j'],['MODERATE'],MODERATE
136,carbon-design-system/gatsby-theme-carbon,806,https://github.com/carbon-design-system/gatsby-theme-carbon/pull/806,2020-04-05T02:55:38Z,CLOSED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
137,ministryofjustice/hmpps-book-secure-move-frontend,209,https://github.com/ministryofjustice/hmpps-book-secure-move-frontend/pull/209,2019-08-28T14:21:14Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
138,ministryofjustice/hmpps-book-secure-move-frontend,389,https://github.com/ministryofjustice/hmpps-book-secure-move-frontend/pull/389,2020-03-14T00:10:08Z,MERGED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
139,offen/offen,334,https://github.com/offen/offen/pull/334,2020-03-15T16:19:26Z,CLOSED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
140,offen/offen,335,https://github.com/offen/offen/pull/335,2020-03-15T19:41:00Z,CLOSED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
141,offen/offen,336,https://github.com/offen/offen/pull/336,2020-03-17T04:30:59Z,CLOSED,minimist,1.2.0,1.2.2,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
142,w3f/polkadot-deployer,15,https://github.com/w3f/polkadot-deployer/pull/15,2019-10-29T17:41:19Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
143,w3f/polkadot-deployer,16,https://github.com/w3f/polkadot-deployer/pull/16,2019-10-29T17:41:20Z,MERGED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
144,w3f/polkadot-deployer,17,https://github.com/w3f/polkadot-deployer/pull/17,2019-10-29T17:41:24Z,MERGED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
145,w3f/polkadot-deployer,37,https://github.com/w3f/polkadot-deployer/pull/37,2019-12-28T16:30:08Z,MERGED,handlebars,4.1.2,4.3.0,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
146,w3f/polkadot-deployer,44,https://github.com/w3f/polkadot-deployer/pull/44,2020-03-21T08:39:41Z,MERGED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
147,UKHomeOffice/ref-data-api,109,https://github.com/UKHomeOffice/ref-data-api/pull/109,2019-11-01T13:27:39Z,CLOSED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
148,UKHomeOffice/ref-data-api,124,https://github.com/UKHomeOffice/ref-data-api/pull/124,2020-03-14T14:03:48Z,MERGED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
149,LIu-FengMing/codegame-,1,https://github.com/LIu-FengMing/codegame-/pull/1,2020-04-07T12:58:19Z,OPEN,mongoose,5.4.19,5.7.5,['GHSA-8687-vv9j-hgph'],['MODERATE'],MODERATE
150,zebrunner/reporting-ui,257,https://github.com/zebrunner/reporting-ui/pull/257,2019-11-20T16:57:55Z,CLOSED,angular,1.6.10,1.7.9,['GHSA-89mq-4x47-5v83'],['MODERATE'],MODERATE
151,react-native-mapbox-gl/maps,572,https://github.com/react-native-mapbox-gl/maps/pull/572,2019-12-16T12:07:24Z,MERGED,npm,5.10.0,6.13.4,"['GHSA-4328-8hgf-7wjr', 'GHSA-x8qc-rrcw-4r46', 'GHSA-m6cx-g6qm-p2cx']","['LOW', 'LOW', 'LOW']",LOW
152,dekdevy/hordes-loc,882,https://github.com/dekdevy/hordes-loc/pull/882,2019-10-29T16:26:21Z,MERGED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
153,dekdevy/hordes-loc,883,https://github.com/dekdevy/hordes-loc/pull/883,2019-10-30T11:39:06Z,MERGED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
154,dekdevy/hordes-loc,1031,https://github.com/dekdevy/hordes-loc/pull/1031,2020-03-14T09:53:01Z,MERGED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
155,accordproject/cicero-ui,95,https://github.com/accordproject/cicero-ui/pull/95,2019-08-06T13:33:54Z,MERGED,js-yaml,3.13.0,3.13.1,['GHSA-8j8c-7jfh-h6hx'],['HIGH'],HIGH
156,accordproject/cicero-ui,96,https://github.com/accordproject/cicero-ui/pull/96,2019-08-06T13:36:59Z,MERGED,jquery,3.3.1,3.4.1,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp']","['MODERATE', 'MODERATE']",MODERATE
157,SofthouseVxo/Education,5,https://github.com/SofthouseVxo/Education/pull/5,2019-10-29T13:06:34Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
158,SofthouseVxo/Education,6,https://github.com/SofthouseVxo/Education/pull/6,2020-03-15T05:28:23Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
159,SofthouseVxo/Education,10,https://github.com/SofthouseVxo/Education/pull/10,2020-05-05T10:40:24Z,MERGED,mongoose,5.5.8,5.7.5,['GHSA-8687-vv9j-hgph'],['MODERATE'],MODERATE
160,spring-io/dataflow.spring.io,215,https://github.com/spring-io/dataflow.spring.io/pull/215,2020-03-14T10:09:37Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
161,glin/reactable,2,https://github.com/glin/reactable/pull/2,2019-06-05T17:30:13Z,MERGED,handlebars,4.1.1,4.1.2,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
162,glin/reactable,3,https://github.com/glin/reactable/pull/3,2019-06-06T04:56:38Z,MERGED,js-yaml,3.13.0,3.13.1,['GHSA-8j8c-7jfh-h6hx'],['HIGH'],HIGH
163,glin/reactable,4,https://github.com/glin/reactable/pull/4,2019-07-13T01:37:52Z,MERGED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
164,glin/reactable,7,https://github.com/glin/reactable/pull/7,2019-08-26T21:52:13Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
165,glin/reactable,8,https://github.com/glin/reactable/pull/8,2019-10-15T05:28:28Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
166,glin/reactable,36,https://github.com/glin/reactable/pull/36,2020-03-14T08:37:30Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
167,hktrpg/TG.line.Discord.Roll.Bot,23,https://github.com/hktrpg/TG.line.Discord.Roll.Bot/pull/23,2019-06-18T03:59:27Z,MERGED,axios,0.16.2,0.18.1,['GHSA-42xw-2xvc-qx8m'],['MODERATE'],MODERATE
168,hktrpg/TG.line.Discord.Roll.Bot,42,https://github.com/hktrpg/TG.line.Discord.Roll.Bot/pull/42,2019-08-07T18:49:49Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
169,hktrpg/TG.line.Discord.Roll.Bot,119,https://github.com/hktrpg/TG.line.Discord.Roll.Bot/pull/119,2019-11-23T02:20:11Z,MERGED,braces,1.8.5,2.3.2,['GHSA-g95f-p29q-9xw4'],['LOW'],LOW
170,wanbo-chain/h2-elements,1,https://github.com/wanbo-chain/h2-elements/pull/1,2019-10-29T09:56:08Z,OPEN,lodash-es,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
171,react-native-tvos/react-native-tvos,1,https://github.com/react-native-tvos/react-native-tvos/pull/1,2019-06-10T02:29:52Z,MERGED,js-yaml,3.12.2,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
172,react-native-tvos/react-native-tvos,35,https://github.com/react-native-tvos/react-native-tvos/pull/35,2019-12-28T04:19:53Z,MERGED,handlebars,4.1.0,4.5.3,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
173,react-native-tvos/react-native-tvos,36,https://github.com/react-native-tvos/react-native-tvos/pull/36,2019-12-29T17:02:18Z,MERGED,handlebars,4.0.11,4.5.3,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
174,react-native-tvos/react-native-tvos,52,https://github.com/react-native-tvos/react-native-tvos/pull/52,2020-03-14T07:28:20Z,MERGED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
175,react-native-tvos/react-native-tvos,53,https://github.com/react-native-tvos/react-native-tvos/pull/53,2020-03-14T07:34:45Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
176,react-native-tvos/react-native-tvos,54,https://github.com/react-native-tvos/react-native-tvos/pull/54,2020-03-16T05:43:16Z,MERGED,minimist,1.2.0,1.2.5,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
177,react-native-tvos/react-native-tvos,64,https://github.com/react-native-tvos/react-native-tvos/pull/64,2020-04-16T12:30:16Z,MERGED,https-proxy-agent,2.2.1,2.2.4,['GHSA-pc5p-h8pf-mvwp'],['HIGH'],HIGH
178,rainbow-me/rainbow,123,https://github.com/rainbow-me/rainbow/pull/123,2019-07-13T00:47:28Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
179,rainbow-me/rainbow,154,https://github.com/rainbow-me/rainbow/pull/154,2019-08-26T21:37:12Z,CLOSED,eslint-utils,1.4.0,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
180,rainbow-me/rainbow,433,https://github.com/rainbow-me/rainbow/pull/433,2020-03-13T23:11:25Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
181,the-labo/the,8,https://github.com/the-labo/the/pull/8,2019-10-24T06:16:49Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
182,the-labo/the,9,https://github.com/the-labo/the/pull/9,2019-10-25T20:17:29Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
183,the-labo/the,10,https://github.com/the-labo/the/pull/10,2019-10-26T00:47:33Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
184,the-labo/the,13,https://github.com/the-labo/the/pull/13,2019-12-27T08:31:57Z,CLOSED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
185,the-labo/the,14,https://github.com/the-labo/the/pull/14,2019-12-27T08:32:02Z,CLOSED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
186,the-labo/the,15,https://github.com/the-labo/the/pull/15,2019-12-27T08:32:08Z,CLOSED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
187,the-labo/the,16,https://github.com/the-labo/the/pull/16,2020-01-13T00:01:09Z,MERGED,handlebars,4.1.2,4.7.1,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
188,the-labo/the,17,https://github.com/the-labo/the/pull/17,2020-01-13T00:08:20Z,CLOSED,handlebars,4.1.2,4.7.1,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
189,the-labo/the,18,https://github.com/the-labo/the/pull/18,2020-01-13T00:08:29Z,CLOSED,handlebars,4.1.2,4.7.1,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
190,the-labo/the,19,https://github.com/the-labo/the/pull/19,2020-02-07T07:10:35Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
191,the-labo/the,20,https://github.com/the-labo/the/pull/20,2020-02-07T07:10:46Z,CLOSED,handlebars,4.1.2,4.7.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
192,the-labo/the,21,https://github.com/the-labo/the/pull/21,2020-02-07T07:10:59Z,CLOSED,handlebars,4.1.2,4.7.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
193,the-labo/the,22,https://github.com/the-labo/the/pull/22,2020-03-14T05:21:02Z,MERGED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
194,the-labo/the,23,https://github.com/the-labo/the/pull/23,2020-03-14T14:41:11Z,CLOSED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
195,the-labo/the,24,https://github.com/the-labo/the/pull/24,2020-04-28T06:50:32Z,MERGED,handlebars,4.7.3,4.7.6,[],[],
196,LeedsJS/website,14,https://github.com/LeedsJS/website/pull/14,2019-12-28T02:25:41Z,CLOSED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
197,brainstormforce/ultimate-addons-for-gutenberg,86,https://github.com/brainstormforce/ultimate-addons-for-gutenberg/pull/86,2019-07-11T08:20:21Z,MERGED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
198,brainstormforce/ultimate-addons-for-gutenberg,87,https://github.com/brainstormforce/ultimate-addons-for-gutenberg/pull/87,2019-07-15T11:02:25Z,MERGED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
199,brainstormforce/ultimate-addons-for-gutenberg,92,https://github.com/brainstormforce/ultimate-addons-for-gutenberg/pull/92,2019-08-26T20:49:23Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
200,brainstormforce/ultimate-addons-for-gutenberg,93,https://github.com/brainstormforce/ultimate-addons-for-gutenberg/pull/93,2019-08-29T01:38:00Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
201,brainstormforce/ultimate-addons-for-gutenberg,227,https://github.com/brainstormforce/ultimate-addons-for-gutenberg/pull/227,2020-04-30T01:51:31Z,MERGED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
209,Samsung/TAU,460,https://github.com/Samsung/TAU/pull/460,2019-10-23T09:16:29Z,MERGED,canvas,1.1.3,2.6.0,['GHSA-vpq5-4rc8-c222'],['MODERATE'],MODERATE
210,Samsung/TAU,592,https://github.com/Samsung/TAU/pull/592,2020-02-04T11:14:41Z,MERGED,eslint,3.19.0,6.8.0,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
211,Samsung/TAU,676,https://github.com/Samsung/TAU/pull/676,2020-02-26T11:37:56Z,MERGED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
212,Samsung/TAU,787,https://github.com/Samsung/TAU/pull/787,2020-03-19T12:47:14Z,CLOSED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
213,typpo/quickchart,11,https://github.com/typpo/quickchart/pull/11,2019-06-06T09:18:55Z,MERGED,js-yaml,3.12.2,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
214,typpo/quickchart,16,https://github.com/typpo/quickchart/pull/16,2019-07-12T21:01:16Z,MERGED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
215,typpo/quickchart,20,https://github.com/typpo/quickchart/pull/20,2019-08-21T16:18:20Z,MERGED,assign-deep,0.4.7,0.4.8,['GHSA-66rh-8fw6-59q6'],['HIGH'],HIGH
216,typpo/quickchart,22,https://github.com/typpo/quickchart/pull/22,2019-08-26T20:43:10Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
217,typpo/quickchart,23,https://github.com/typpo/quickchart/pull/23,2019-08-29T00:17:17Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
218,typpo/quickchart,29,https://github.com/typpo/quickchart/pull/29,2019-10-15T20:55:02Z,MERGED,csv-parse,4.4.5,4.6.3,['GHSA-582f-p4pg-xc74'],['HIGH'],HIGH
219,typpo/quickchart,47,https://github.com/typpo/quickchart/pull/47,2020-03-14T03:11:05Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
220,steedos/steedos-platform,261,https://github.com/steedos/steedos-platform/pull/261,2020-03-30T04:02:11Z,CLOSED,codecov,3.5.0,3.6.5,['GHSA-5q88-cjfq-g2mh'],['MODERATE'],MODERATE
221,steedos/steedos-platform,262,https://github.com/steedos/steedos-platform/pull/262,2020-03-30T04:02:15Z,CLOSED,auth0-lock,11.17.2,11.21.0,['GHSA-w2pf-g6r8-pg22'],['MODERATE'],MODERATE
222,steedos/steedos-platform,263,https://github.com/steedos/steedos-platform/pull/263,2020-03-30T04:02:24Z,OPEN,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
223,steedos/steedos-platform,266,https://github.com/steedos/steedos-platform/pull/266,2020-04-07T08:27:04Z,OPEN,acorn,6.3.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
224,steedos/steedos-platform,268,https://github.com/steedos/steedos-platform/pull/268,2020-04-10T19:02:27Z,CLOSED,auth0-js,9.11.3,9.13.2,['GHSA-prfq-f66g-43mp'],['HIGH'],HIGH
225,steedos/steedos-platform,273,https://github.com/steedos/steedos-platform/pull/273,2020-04-16T23:58:57Z,CLOSED,https-proxy-agent,2.2.2,2.2.4,['GHSA-pc5p-h8pf-mvwp'],['HIGH'],HIGH
226,Yoast/javascript,386,https://github.com/Yoast/javascript/pull/386,2019-10-28T13:49:19Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
227,Yoast/javascript,387,https://github.com/Yoast/javascript/pull/387,2019-10-28T13:50:09Z,CLOSED,lodash,3.10.1,4.17.15,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['MODERATE', 'HIGH', 'HIGH', 'LOW']",HIGH
228,Yoast/javascript,628,https://github.com/Yoast/javascript/pull/628,2020-04-16T11:44:15Z,OPEN,https-proxy-agent,2.2.1,2.2.4,['GHSA-pc5p-h8pf-mvwp'],['HIGH'],HIGH
229,jsxcad/JSxCAD,208,https://github.com/jsxcad/JSxCAD/pull/208,2019-07-10T23:07:09Z,MERGED,lodash.merge,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
230,jsxcad/JSxCAD,222,https://github.com/jsxcad/JSxCAD/pull/222,2019-08-03T14:26:24Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
231,jsxcad/JSxCAD,223,https://github.com/jsxcad/JSxCAD/pull/223,2019-08-03T14:26:41Z,MERGED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
232,jsxcad/JSxCAD,251,https://github.com/jsxcad/JSxCAD/pull/251,2019-08-26T20:23:51Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
233,jsxcad/JSxCAD,254,https://github.com/jsxcad/JSxCAD/pull/254,2019-08-28T11:59:43Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
234,jsxcad/JSxCAD,465,https://github.com/jsxcad/JSxCAD/pull/465,2019-12-27T11:14:26Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
235,bcye/Hello-Goodbye,37,https://github.com/bcye/Hello-Goodbye/pull/37,2020-03-14T09:44:33Z,MERGED,acorn,7.1.0,7.1.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
236,codypearce/material-bread,198,https://github.com/codypearce/material-bread/pull/198,2019-06-08T07:30:32Z,MERGED,js-yaml,3.12.1,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
237,codypearce/material-bread,377,https://github.com/codypearce/material-bread/pull/377,2020-04-06T20:19:15Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
238,codypearce/material-bread,378,https://github.com/codypearce/material-bread/pull/378,2020-04-12T16:38:36Z,MERGED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
239,codypearce/material-bread,379,https://github.com/codypearce/material-bread/pull/379,2020-04-12T16:38:37Z,MERGED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
240,zilpay/zil-pay,18,https://github.com/zilpay/zil-pay/pull/18,2019-07-16T08:19:15Z,CLOSED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
241,uc-cdis/guppy,82,https://github.com/uc-cdis/guppy/pull/82,2020-04-05T03:02:53Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
242,reactjs/gu.reactjs.org,33,https://github.com/reactjs/gu.reactjs.org/pull/33,2019-09-10T18:00:20Z,CLOSED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
243,reactjs/gu.reactjs.org,34,https://github.com/reactjs/gu.reactjs.org/pull/34,2019-09-10T18:00:20Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
244,reactjs/gu.reactjs.org,35,https://github.com/reactjs/gu.reactjs.org/pull/35,2019-09-10T18:00:22Z,CLOSED,lodash.merge,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
245,reactjs/gu.reactjs.org,36,https://github.com/reactjs/gu.reactjs.org/pull/36,2019-09-10T18:00:22Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
246,reactjs/gu.reactjs.org,37,https://github.com/reactjs/gu.reactjs.org/pull/37,2019-09-10T18:00:23Z,CLOSED,lodash-es,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
247,reactjs/gu.reactjs.org,38,https://github.com/reactjs/gu.reactjs.org/pull/38,2019-09-10T18:00:33Z,MERGED,webpack-dev-server,3.1.9,3.8.0,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
248,viz-centric/flair-bi,302,https://github.com/viz-centric/flair-bi/pull/302,2019-11-02T18:39:52Z,CLOSED,generator-jhipster,3.12.2,6.3.1,"['GHSA-mc84-xr9p-938r', 'GHSA-mwp6-j9wf-968c']","['HIGH', 'CRITICAL']",CRITICAL
249,viz-centric/flair-bi,321,https://github.com/viz-centric/flair-bi/pull/321,2019-11-18T18:23:19Z,CLOSED,bower,1.7.9,1.8.8,['GHSA-p6mr-pxg4-68hx'],['HIGH'],HIGH
250,viz-centric/flair-notifications,148,https://github.com/viz-centric/flair-notifications/pull/148,2020-03-14T05:02:10Z,CLOSED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
251,viz-centric/flair-notifications,170,https://github.com/viz-centric/flair-notifications/pull/170,2020-04-30T14:01:57Z,OPEN,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
252,theDavidBarton/puppeteer-daily-menu-scraper,213,https://github.com/theDavidBarton/puppeteer-daily-menu-scraper/pull/213,2019-07-13T05:51:52Z,MERGED,lodash,4.17.11,4.17.14,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
253,theDavidBarton/puppeteer-daily-menu-scraper,225,https://github.com/theDavidBarton/puppeteer-daily-menu-scraper/pull/225,2019-08-27T00:35:48Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
254,theDavidBarton/puppeteer-daily-menu-scraper,226,https://github.com/theDavidBarton/puppeteer-daily-menu-scraper/pull/226,2019-08-28T23:27:09Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
