repository,start_commits_total,end_commits_total,total_authors,package.json,mocha,jest,jasmine,karma,puppeteer,nightwatch,cypress,playwright,selenium-webdriver,github_actions,circleci,travisci,appveyor,jenkins,gitlab,azure,size,age
openstax/tutor-js,14178,18134,34,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,62.13,2503
noobaa/noobaa-core,9861,11211,44,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,68.05,2454
joyent/sdcadm,1070,1117,33,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,5.09,2678
joyent/sdc-manta,105,187,29,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.7,2468
JedWatson/react-select,3255,3852,474,1,0,0,0,0,0,0,0,0,0,-1,8,-1,-1,-1,-1,-1,19.65,2470
griffithlab/civic-client,3239,3856,27,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,29.2,2490
aredotna/ervell,6855,8107,19,1,1,1,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,58.36,2495
kenrick95/twinkle,1566,2212,62,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,4.52,3740
gaearon/react-hot-loader,1653,1885,241,1,0,1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,9.35,2514
SVG-Edit/svgedit,2502,3541,82,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,114.73,4497
ONRR/doi-extractives-data,9522,10856,47,1,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,504.69,2243
ctrlo/GADS,3360,4343,15,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,32.37,2519
linagora/openpaas-esn,12052,12776,198,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,20,-1,39.19,2716
epochtalk/epochtalk,2613,4360,15,1,1,0,0,0,0,0,0,0,0,-1,16,-1,-1,-1,-1,-1,19.6,2688
binary-com/binary-static,25580,28804,150,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3532.8,1834
Hacker0x01/react-datepicker,1423,2414,343,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,67.83,2535
lamassu/lamassu-machine,1407,1771,33,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,56.84,2540
ezpaarse-project/ezpaarse-platforms,1472,2123,46,0,0,0,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,105.5,2569
isaacphysics/isaac-app,4296,4494,22,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,33.48,2569
inventaire/inventaire-client,4240,5454,13,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,18.45,2570
eclipsesource/tabris-js,2517,2783,30,1,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,30.1,2575
playcanvas/engine,8051,9220,101,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,169.29,3507
codevise/pageflow,2881,4703,23,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,27.38,2583
swagger-api/swagger-editor,3117,3625,120,1,1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1075.2,2586
brownplt/code.pyret.org,1775,2112,31,1,1,0,0,0,0,0,0,0,1,-1,-1,10,-1,-1,-1,-1,12.13,2591
avalanche-canada/ac-web,4959,5963,33,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,36.07,3028
cornerstonejs/cornerstoneTools,2768,3018,93,1,0,1,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,65.63,2615
NorthwoodsSoftware/GoJS,227,325,7,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,104.55,2616
jwplayer/jwplayer,9011,10071,94,1,1,0,0,1,1,0,0,0,0,-1,-1,6,-1,-1,-1,-1,92.74,3332
oskariorg/oskari-docs,909,1430,33,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,102.83,2681
adsabs/bumblebee,2978,3701,27,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,48.64,2656
mWater/mwater-forms,1747,1928,11,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.98,2658
RunestoneInteractive/RunestoneComponents,1689,2694,63,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,38.4,2659
cure53/DOMPurify,925,1452,81,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.66,2660
overleaf/web,8396,10169,60,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,80.82,5205
overleaf/document-updater,583,975,28,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.41,2665
openaddresses/openaddresses,8267,10133,196,1,0,0,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,18.95,2671
wikimedia/mediawiki-extensions-Popups,2033,2539,97,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,14.65,2671
LearningLocker/learninglocker,3132,3241,54,1,1,1,0,0,0,0,0,0,0,-1,5,-1,-1,-1,-1,-1,23.24,2679
nrenner/brouter-web,454,927,24,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,15.5,2681
dondi/GRNsight,2087,2767,39,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,336.03,2685
OpenKnowledgeMaps/Headstart,2108,3888,21,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,55.24,2693
tidepool-org/blip,4518,6759,46,1,1,0,0,1,0,0,0,0,0,-1,-1,17,-1,-1,-1,-1,63.4,2705
eslint/website,1065,1980,138,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,32.86,2696
vuejs/vuejs.org,2611,2923,679,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,51.92,2704
CalderaWP/Caldera-Forms,3778,4341,74,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,103.53,2703
SortableJS/Sortable,964,1055,173,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.6,2720
bitpay/bitcore,12772,15290,227,1,0,0,0,0,0,0,0,0,0,-1,7,-1,-1,-1,-1,-1,110.68,2888
jitsi/jitsi-meet,6257,8640,448,1,0,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,257.85,2723
paulrosen/abcjs,1127,2204,29,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,60.79,4187
devinit/D-Portal,5342,7211,12,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,341.1,2716
vuejs/vue-router,931,1314,272,1,0,0,1,0,0,1,0,0,0,-1,7,-1,-1,-1,-1,-1,11.0,1791
SAP/openui5,48793,71073,552,1,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,-1,959.4,2426
cleanflight/cleanflight-configurator,4231,5271,183,1,1,0,0,1,0,0,0,0,0,-1,-1,3,-1,-1,-1,14,36.31,2975
DanmarksAdresser/Dawa,3099,3520,10,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,49.5,2847
jhipster/jhipster.github.io,2957,3966,319,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,200.72,2740
wikimedia/oojs-ui,6557,7288,110,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17.01,3498
OpenUserJS/OpenUserJS.org,2741,2925,25,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9.32,2763
cockpit-project/cockpit,12272,16277,183,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,168.74,2768
jhipster/generator-jhipster,18421,31173,891,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9,-1,71,153.72,2779
bbc/peaks.js,702,1091,44,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,95.42,2786
brion/ogv.js,1408,1495,12,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,16.87,2926
ionic-team/ionic-site,10427,11794,331,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1413.12,2800
riot/riot,3441,3749,204,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,22.3,2803
node-red/node-red-nodes,1126,1479,111,1,1,0,0,0,0,0,0,0,0,-1,-1,8,-1,-1,-1,-1,4.18,2804
enketo/enketo-core,1530,1902,24,1,0,0,0,1,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,15.66,2819
raineorshine/npm-check-updates,735,1467,91,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,5.91,2824
violentmonkey/violentmonkey,1144,1873,70,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,15.6,2827
sitespeedio/browsertime,2913,4191,45,1,1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,124.34,2839
openglobus/openglobus,1950,2574,15,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,123.33,2826
glennjones/hapi-swagger,786,969,156,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,8.57,2856
vuejs/vue,3017,3176,345,1,0,0,1,1,1,1,0,0,0,-1,0,-1,-1,-1,-1,-1,32.81,1877
ShieldBattery/ShieldBattery,1372,2250,15,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,246.41,2978
sandialabs/slycat,6065,7517,34,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,368.25,2880
OptimalBits/bull,1717,1958,204,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,4.05,2895
satorumurmur/bibi,800,1144,15,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,8.15,2904
toggl/toggl-button,2337,2792,249,1,0,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,11.58,2919
opengaming/osgameclones,2071,2905,225,1,0,0,0,0,0,0,0,0,0,-1,-1,10,-1,-1,-1,-1,5.6,3652
facebook/react,10992,14184,1648,1,0,1,0,0,0,0,0,0,0,-1,53,-1,0,-1,-1,-1,349.45,2924
chartjs/Chart.js,2742,3935,401,1,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,42.73,2997
mapbox/mapbox-gl-js,8719,9691,359,1,0,0,0,0,0,0,0,0,0,-1,30,-1,-1,-1,-1,-1,440.34,2896
processing/p5.js,6629,8979,556,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,83.5,3017
mbloch/mapshaper,2206,2601,6,1,1,0,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,127.86,3023
twilio/twilio-node,824,1067,107,1,0,0,1,0,0,0,0,0,0,-1,-1,12,-1,-1,-1,-1,44.24,3870
pombase/canto,7864,9249,9,1,0,0,0,1,0,0,0,0,0,-1,-1,5,-1,-1,-1,-1,46.36,3981
mar10/fancytree,1674,1835,60,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,14.47,3352
11ways/hawkejs,556,869,3,1,1,0,0,0,1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,2.11,3053
peter-murray/node-hue-api,184,407,26,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.63,3069
rollbar/rollbar.js,1603,1866,100,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,15.0,3092
zotero/web-library,1926,3271,8,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,25.36,3104
ckeditor/ckeditor4-docs,1285,2070,62,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,41.93,3111
ably/ably-js,1786,2154,30,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,24.25,2447
2600hz/monster-ui,3366,3624,63,1,0,0,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,33.85,3160
VulcanJS/Vulcan,6472,7690,267,1,0,0,0,0,0,0,0,0,1,-1,0,-1,-1,-1,-1,-1,23.83,3204
oskariorg/oskari-frontend,15182,18531,76,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,149.39,3218
wikimedia/jquery.uls,1003,1121,47,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3.61,3223
PrismJS/prism,2669,3235,359,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,14.34,3247
arkime/arkime,3011,4277,87,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,49.68,3251
insideout10/wordlift-plugin,4842,8023,26,1,0,1,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,334.0,3641
sendgrid/docs,13336,15276,664,1,0,0,0,0,0,0,0,0,0,-1,-1,14,-1,-1,-1,-1,273.94,4243
Pelican-Elegant/elegant,221,1780,31,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10.76,3293
compiler-explorer/compiler-explorer,3994,5829,232,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,63.35,3296
scalableminds/webknossos,15097,15719,41,1,0,0,0,0,1,0,0,0,0,-1,9,-1,-1,-1,-1,-1,671.14,3528
GPII/windows,1371,1889,25,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,58.42,3372
firefox-devtools/profiler,2406,4525,197,1,0,1,0,0,0,0,0,0,0,-1,8,-1,12,-1,-1,-1,57.48,1952
itteco/iframely,4509,5316,53,1,1,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,12.22,3387
thomaspark/bootswatch,1692,2091,88,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,84.6,3402
atom/atom,36869,38225,583,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,328.2,3574
twigjs/twig.js,978,1110,116,1,1,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,11.72,3535
jpalardy/home,315,419,2,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3.2,3529
stripe/stripe-node,881,1497,146,1,1,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,10.55,3534
CartoDB/Windshaft-cartodb,6045,6619,66,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,39.37,2968
recurly/recurly-js,895,1354,52,1,1,0,0,1,0,0,0,0,0,-1,-1,38,-1,-1,-1,-1,18.15,2620
Patternslib/Patterns,4402,5200,43,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,59.76,3605
spencermountain/compromise,2868,4398,99,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,56.29,3611
CartoDB/CartoDB-SQL-API,2930,3249,70,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9.52,3644
mozilla/pdf.js,11631,14147,411,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,134.51,3688
wikimedia-gadgets/twinkle,1566,2863,69,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9.16,3740
brianc/node-postgres,32,2529,285,1,0,0,0,0,0,0,0,0,0,-1,-1,17,-1,-1,-1,-1,4.36,3898
RobinHerbots/Inputmask,2772,3161,102,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,63.2,3896
Automattic/mongoose,10808,13807,679,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,115.03,4073
mrdoob/three.js,27960,37592,1762,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1249.28,4087
qooxdoo/qooxdoo,34682,35227,165,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,266.48,5967
log4js-node/log4js-node,1378,1543,161,1,0,0,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,4.04,4152
Modernizr/Modernizr,2484,2587,315,1,1,0,0,0,0,0,0,0,0,-1,-1,4,5,-1,-1,-1,19.63,4267
clientIO/joint,1030,1242,76,1,1,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,46.77,4280
ai/sitnik.ru,492,839,9,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,4.97,4481
GMOD/jbrowse,7949,8126,70,1,0,0,0,0,1,0,0,0,0,-1,-1,6,-1,-1,-1,-1,69.06,5096
